Time,No,Text
201301,54830,"[C]schepperndes Geräusch auf unebener Straße
[R]Stabipendel vorne li. erneuert
[T]Stabipendel vorne links ausgeschlagen
[C]schepperndes Geräusch auf unebener Straße
[R]Stabipendel vorne li. erneuert
[T]Stabipendel vorne links ausgeschlagen
"
201304,55300,"[C]bei der Inspektion /Tüv- festgestellt das Stoßdämpfer undicht sind


[R]Stoßdämpfer HL ern.
[T]Stoßdämpfer HL undicht
[C]bei der Inspektion /Tüv- festgestellt das Stoßdämpfer undicht sind


[R]Stoßdämpfer HL ern.
[T]Stoßdämpfer HL undicht
"
201305,55300,"[C]Stoßdämpfer hinten quietschen
[R]Stoßdämpfer HR ern.
[T]Stoßdämpfer machen Quietschgeräusche, HR
[C]Stoßdämpfer hinten quietschen
[R]Stoßdämpfer HR ern.
[T]Stoßdämpfer machen Quietschgeräusche, HR
"
201307,55300,"[C]Klappergeräusch hinten links auf Unebenheiten
[R]Stossdämpfer hinten links erneuern
[T]Probefahrt durchgeführt, Fzg. auf Hebebühne angehoben, Fahrwerk geprüft, Stossdämpfer hinten links undicht, defekt
[C]Klappergeräusch hinten links auf Unebenheiten
[R]Stossdämpfer hinten links erneuern
[T]Probefahrt durchgeführt, Fzg. auf Hebebühne angehoben, Fahrwerk geprüft, Stossdämpfer hinten links undicht, defekt
"
201307,55300,"[C]Klappergeräusch hinten rechts auf unebenen Fahrbahnen
[R]Stossdämpfer hinten rechts erneuern
[T]Probefahrt durchgeführt, Sichtprüfung auf der Hebebühne durchgeführt, Stossdämpfer hinten rechts undicht, defekt
"
201302,54830,"[C]Klappergeräusch auf schlechter Straße
[R]Koppelstangen beide Seiten vorn erneuert
[T]Koppelstangen beide Seiten Spiel, klappern
[L]2029
[C]Klappergeräusch auf schlechter Straße
[R]Koppelstangen beide Seiten vorn erneuert
[T]Koppelstangen beide Seiten Spiel, klappern
[L]2029
"
201303,54830,"[C]Geräusch bei Bodenwellen
[R]Fahrzeug aufgehoben, Koppelstange erneuert

[T]Geräusch bei Bodenwellen.Koppelstange rechts und links ausgeschlagen
[C]Geräusch bei Bodenwellen
[R]Fahrzeug aufgehoben, Koppelstange erneuert

[T]Geräusch bei Bodenwellen.Koppelstange rechts und links ausgeschlagen
"
201303,54840,"[C]Festegestellt beim Kundendienst am 29.07.2016:
Koppelstange vorne rechts ausgeschlagen
[R]Koppelstange rechts erneuert
[T]Geräusch bei Bodenwellen.Koppelstange rechts ausgeschlagen
[C]Festegestellt beim Kundendienst am 29.07.2016:
Koppelstange vorne rechts ausgeschlagen
[R]Koppelstange rechts erneuert
[T]Geräusch bei Bodenwellen.Koppelstange rechts ausgeschlagen
"
201303,54830,"[C]KLAPPERGERÄUSCHE VON DER VORDERACHSE
[R]KOPPELSTANGE VORNE LINKS ERNEUERT
[T]KOPPELSTANGE VORNE LINKS IST AUSGESCHLAGEN
[C]KLAPPERGERÄUSCHE VON DER VORDERACHSE
[R]KOPPELSTANGE VORNE LINKS ERNEUERT
[T]KOPPELSTANGE VORNE LINKS IST AUSGESCHLAGEN
"
201302,54830,"[C]KLAPPERGERÄUSCHE VON DER VORDERACHSE
[R]KOPPELSTANGEN VORNE ERNEUERT
[T]KOPPELSTANGEN VORNE AUSGESCHLAGEN
[C]KLAPPERGERÄUSCHE VON DER VORDERACHSE
[R]KOPPELSTANGEN VORNE ERNEUERT
[T]KOPPELSTANGEN VORNE AUSGESCHLAGEN
"
201304,54830,"[C]KLAPPERGERÄUSCH AUF UNEBENER STRASSE
[R]STABESTANGE VORNE LINKS ERSETZEN
[T]STABISTANGE VORNE LINKS AUSGESCHLAGEN
[C]KLAPPERGERÄUSCH AUF UNEBENER STRASSE
[R]STABESTANGE VORNE LINKS ERSETZEN
[T]STABISTANGE VORNE LINKS AUSGESCHLAGEN
"
201304,54830,"[C]Klappergeräusch von vorn links hörbar bei Bodenwellen
[R]Koppelstange erneuert
[T]Koppelstange vorn links ausgeschlagen
[C]Klappergeräusch von vorn links hörbar bei Bodenwellen
[R]Koppelstange erneuert
[T]Koppelstange vorn links ausgeschlagen
"
201307,54830,"[C]Poltergeräusch an der Vorderachse links hörbar
[R]Koppelstange erneuern
[T]Koppelstange Stabilisator hat Spiel
[C]Poltergeräusch an der Vorderachse links hörbar
[R]Koppelstange erneuern
[T]Koppelstange Stabilisator hat Spiel
"
201301,54830,"[C]Klopfgeräusche vorne
[R]Koppelstangen rechts und links erneuert
[T]Stabigelenke vorne rechts und links Spiel
[C]Klopfgeräusche vorne
[R]Koppelstangen rechts und links erneuert
[T]Stabigelenke vorne rechts und links Spiel
"
201304,54840,"[C]Koppelstangen re+li ausgeschlagen Tüv Mängel
[R]Koppelstangen ers
[T]Koppelstangen ausgeschlagen
[C]Koppelstangen re+li ausgeschlagen Tüv Mängel
[R]Koppelstangen ers
[T]Koppelstangen ausgeschlagen
"
201302,54840,"[C]Klappergeräusche vorne bes.
[R]Koppelstangen vo re+li ers.
[T]Koppelstangen vo ausgeschlagen
[C]Klappergeräusche vorne bes.
[R]Koppelstangen vo re+li ers.
[T]Koppelstangen vo ausgeschlagen
"
201302,54830,"[C]Poltergeräusche bei unebener Fahrbahn
[R]Stabistangen vorne erneuert
[T]Stabistangen vorne haben Spiel
[C]Poltergeräusche bei unebener Fahrbahn
[R]Stabistangen vorne erneuert
[T]Stabistangen vorne haben Spiel
"
201304,55300,"[C]Polterndes Geräusch von hinten beim Fahren.
[R]Stoßdämpfer h l erneuert.
[T]Stoßdämpfer h l undicht, unzureichende Wirkung.
[C]Polterndes Geräusch von hinten beim Fahren.
[R]Stoßdämpfer h l erneuert.
[T]Stoßdämpfer h l undicht, unzureichende Wirkung.
"
201304,54840,"[C]Starkes Poltern im Bereich Vorderachse.
[R]Pendelstange ersetzt.
[T]Rechte Pendelstange der VA ausgeschlagen.
[C]Starkes Poltern im Bereich Vorderachse.
[R]Pendelstange ersetzt.
[T]Rechte Pendelstange der VA ausgeschlagen.
"
201303,55300,"[C]Fahrzeug macht auf schlechter Straße Geräusche
[R]Stoßdämpfer erneuern
[T]Stoßdämpfer hinten links stark ölundicht
[L]#2057 AH Lemke
[C]Fahrzeug macht auf schlechter Straße Geräusche
[R]Stoßdämpfer erneuern
[T]Stoßdämpfer hinten links stark ölundicht
[L]#2057 AH Lemke
"
201301,54840,"[C]Klackergeräusche bei der Fahrt
[R]Stabi VR erneuert
[T]Stabi VR ausgeschlagen
[C]Klackergeräusche bei der Fahrt
[R]Stabi VR erneuert
[T]Stabi VR ausgeschlagen
"
201303,54830,"[C]POLTERGERÄUSCHE BEI UNEBENER FAHRBAHN
[R]PENDELSTANDGEN ERSETZEN
[T]STABIPENDELSTANGEN HABEN SPIEL
[C]POLTERGERÄUSCHE BEI UNEBENER FAHRBAHN
[R]PENDELSTANDGEN ERSETZEN
[T]STABIPENDELSTANGEN HABEN SPIEL
"
201304,54830,"[C]KLAPPERGERÄUSCHE VOM FAHRWERK
[R]KOPPELSTANGEN ERNUERN
[T]KOPPELSTANGEN AUSGESCHLAGEN
[L]2067
[C]KLAPPERGERÄUSCHE VOM FAHRWERK
[R]KOPPELSTANGEN ERNUERN
[T]KOPPELSTANGEN AUSGESCHLAGEN
[L]2067
"
201307,54830,"[C]Geräusche vorne prüfen
[R]Stabilisatorpendel vorne links ersetzen
[T]Stabilisatorpendel ausgeschlagen
[C]Geräusche vorne prüfen
[R]Stabilisatorpendel vorne links ersetzen
[T]Stabilisatorpendel ausgeschlagen
"
201304,54830,"[C]FAHRZEUG MACHT KNACKGERÄUSCHE AUF UNEBENER FAHRBAHN
[R]KOPPELSTANGEN ERSETZT
[T]FAHRZEUG PRÜFEN/ KOPPELSTANGEN AUSGESCHLAGEN/ KOPPELSTANGEN ERSETZEN
[C]FAHRZEUG MACHT KNACKGERÄUSCHE AUF UNEBENER FAHRBAHN
[R]KOPPELSTANGEN ERSETZT
[T]FAHRZEUG PRÜFEN/ KOPPELSTANGEN AUSGESCHLAGEN/ KOPPELSTANGEN ERSETZEN
"
201301,54830,"[C]GERÄUSCHE AN DER VORDERACHSE BEI UNEBENHEITEN
[R]KOPPELSTANGEN ERSETZT
[T]FAHRZEUG PRÜFEN/ GERÄUSCHE VON KOPPELSTANGEN/ KOPPELSTANGEN AUSGESCHLAGEN/ ERSETZEN
[L]HDS 2072
[C]GERÄUSCHE AN DER VORDERACHSE BEI UNEBENHEITEN
[R]KOPPELSTANGEN ERSETZT
[T]FAHRZEUG PRÜFEN/ GERÄUSCHE VON KOPPELSTANGEN/ KOPPELSTANGEN AUSGESCHLAGEN/ ERSETZEN
[L]HDS 2072
"
201307,54830,"[C]KNACKSGERÄUSCHE VORNE BEI UNEBENHEIT
[R]KOPPELSTANGEN ERNEUERT
[T]KOPPELSTANGEN DEFEKT
[L]HDS 2072
[C]KNACKSGERÄUSCHE VORNE BEI UNEBENHEIT
[R]KOPPELSTANGEN ERNEUERT
[T]KOPPELSTANGEN DEFEKT
[L]HDS 2072
"
201307,54830,"[C]Klappergeräusche bei Fahrbahn- Unebenheiten von der Vorderachse
[R]Stabigelenk ersetzen
[T]Koppelstange VL ausgeschlagen
[C]Klappergeräusche bei Fahrbahn- Unebenheiten von der Vorderachse
[R]Stabigelenk ersetzen
[T]Koppelstange VL ausgeschlagen
"
201306,54830,"[C]Klappergeräusche bei Unebenheiten
[R]Stabi ersetzen
[T]Stabigelenk VL ausgeschlagen
[C]Klappergeräusche bei Unebenheiten
[R]Stabi ersetzen
[T]Stabigelenk VL ausgeschlagen
"
201303,54840,"[C]Bei Wartungsdienst festgestellt
[R]Beide Koppelstangen erneuert. Mangel beseitigt
[T]Beide Koppelstangen sind ausgeschlagen
[C]Bei Wartungsdienst festgestellt
[R]Beide Koppelstangen erneuert. Mangel beseitigt
[T]Beide Koppelstangen sind ausgeschlagen
"
201303,54830,"[C]Bei Wartungsdienst festgestellt: Koppelstange vorne rechts und links ist ausgeschlagen
[R]Koppelstange vorne rechts und links erneuert. Mangel beseitigt
[T]Übermäßiges Spiel in den Kugelköpfen der beiden Koppelstangen
[C]Bei Wartungsdienst festgestellt: Koppelstange vorne rechts und links ist ausgeschlagen
[R]Koppelstange vorne rechts und links erneuert. Mangel beseitigt
[T]Übermäßiges Spiel in den Kugelköpfen der beiden Koppelstangen
"
201308,54830,"[C]Bei Wartungsdienst festgestellt:
[R]Koppelstange vorne re/li erneuert. Mangel beseitigt
[T]Beide vorderen Koppelstangen haben ungewöhnlich viel Spiel
[C]Bei Wartungsdienst festgestellt:
[R]Koppelstange vorne re/li erneuert. Mangel beseitigt
[T]Beide vorderen Koppelstangen haben ungewöhnlich viel Spiel
"
201306,54830,"[C]klappern links vorne
[R]Koppelstange erneuern
[T]Koppelstange mit Spiel
[C]klappern links vorne
[R]Koppelstange erneuern
[T]Koppelstange mit Spiel
"
201304,55300,"[C]bei Wartung festgestellt: Stoßdämpfer hinten ölverlust
[R]Stoßdämpfer re/li. erneuert
[T]Stoßdämpfer hinten ölundicht
[L]T. strate
[C]bei Wartung festgestellt: Stoßdämpfer hinten ölverlust
[R]Stoßdämpfer re/li. erneuert
[T]Stoßdämpfer hinten ölundicht
[L]T. strate
"
201307,54830,"[C]Klackergeäusche Vorderachse auf unebener Straße links
[R]Druckstange links erneuert
[T]Kugelkopfstange ausgeschlagen links
[C]Klackergeäusche Vorderachse auf unebener Straße links
[R]Druckstange links erneuert
[T]Kugelkopfstange ausgeschlagen links
"
201304,54830,"[C]Geräusche bei unebener Strasse
[R]Koppelstangen erneuert
[T]beide Koppelstangen ausgeschlagen
[L]2089
[C]Geräusche bei unebener Strasse
[R]Koppelstangen erneuert
[T]beide Koppelstangen ausgeschlagen
[L]2089
"
201301,54830,"[C]Klappergeräusche bei schlechter Strasse
[R]beide Koppelstangen erneuern
[T]Koppelstangen ausgeschlagen
[C]Klappergeräusche bei schlechter Strasse
[R]beide Koppelstangen erneuern
[T]Koppelstangen ausgeschlagen
"
201304,54840,"[C]Klappern/Poltern Vorderachsbereich bei schlechter Strasse
[R]beide Druckstangen vorn erneuern
[T]beide Druckstangen ausgeschlagen
[C]Klappern/Poltern Vorderachsbereich bei schlechter Strasse
[R]beide Druckstangen vorn erneuern
[T]beide Druckstangen ausgeschlagen
"
201303,55300,"[C]HINTERE STOßDÄMPPFER RECHTS STARK ÖLFEUCHT
[R]DÄMPFER ERNEUERT
[T]FEHLERHAFTE ABDICHTUNG
[C]HINTERE STOßDÄMPPFER RECHTS STARK ÖLFEUCHT
[R]DÄMPFER ERNEUERT
[T]FEHLERHAFTE ABDICHTUNG
"
201303,54840,"[C]Vorderachsgeräusch prüfen
[R]beide koppelstangen ersetzen
[T]beide koppelstangen vorne spiel
[C]Vorderachsgeräusch prüfen
[R]beide koppelstangen ersetzen
[T]beide koppelstangen vorne spiel
"
201303,55300,"[C]Fahrzeug macht auf schlechter Straße hinten Geräusche
[R]Stoßdämpfer hinten ern.
[T]Fahrzeug klappert auf schlechter Straße hinten. Stoßdämpfer hinten sind verölt.
[C]Fahrzeug macht auf schlechter Straße hinten Geräusche
[R]Stoßdämpfer hinten ern.
[T]Fahrzeug klappert auf schlechter Straße hinten. Stoßdämpfer hinten sind verölt.
"
201303,54830,"[C]Klappergeräusche von vorne.
[R]Koppelstangen ersetzen.
[T]Koppelstangen ausgeschlagen. Koppelstangen ersetzen-
"
201308,54840,"[C]Geräusche vn der Vorderachse bei unebener Fahrbahn
[R]Koppelstange erneuert
[T]Koppelstange rechts hat Spiel
[C]Geräusche vn der Vorderachse bei unebener Fahrbahn
[R]Koppelstange erneuert
[T]Koppelstange rechts hat Spiel
"
201306,54830,"[C]Klappergeräusch Fahrzeugboden bei unebener Fahrbahn
[R]Koppelstangen erneuern
[T]Koppelstangen haben Spiel
[C]Klappergeräusch Fahrzeugboden bei unebener Fahrbahn
[R]Koppelstangen erneuern
[T]Koppelstangen haben Spiel
"
201301,54830,"[C]Klappern Vorderachse während Fahrt bei unebener Fahrbahn
[R]beide Stabilisatorstreben der Vorderachse erneuert
[T]beide Stabilisatorstreben der Vorderachse defekt
[C]Klappern Vorderachse während Fahrt bei unebener Fahrbahn
[R]beide Stabilisatorstreben der Vorderachse erneuert
[T]beide Stabilisatorstreben der Vorderachse defekt
"
201308,54830,"[C]Klappern von der Vorderachse bei schlechter Straße
[R]Koppelstangen vorn erneuern
[T]Koppelstangen vorn haben Spiel
[L]2110
"
201301,54840,"[C]poltern von vorne beim fahren
[R]Koppelstange vorne rechts erneuert
[T]Koppelstange vorne rechts ausgeschlagen
[C]poltern von vorne beim fahren
[R]Koppelstange vorne rechts erneuert
[T]Koppelstange vorne rechts ausgeschlagen
"
201301,55300,"[C]Stoßdämpfer hinten undicht
[R]Stoßfänger hinten links erneuert
[T]Stoßdämpfer hinten links undicht
[C]Stoßdämpfer hinten undicht
[R]Stoßfänger hinten links erneuert
[T]Stoßdämpfer hinten links undicht
"
201305,54840,"[C]Klopfgeräusche von der Vorderachse
[R]Beide Koppelstangen erneuert
[T]Koppelstangen rechts und links ausgeschlagen
[C]Klopfgeräusche von der Vorderachse
[R]Beide Koppelstangen erneuert
[T]Koppelstangen rechts und links ausgeschlagen
"
201301,54840,"[C]Klappergeräusche am Unterboden
[R]Geräusche lokaliesiert, Fahrwerk überprüft Stabi VL + VR erneuert
[T]Fahrwerk Geräusche Vorderachse Koppelstange vorne ausgeschlagen L + R
[C]Klappergeräusche am Unterboden
[R]Geräusche lokaliesiert, Fahrwerk überprüft Stabi VL + VR erneuert
[T]Fahrwerk Geräusche Vorderachse Koppelstange vorne ausgeschlagen L + R
"
201305,55300,"[C]Stossdämpfer hinten undicht
[R]Beide Stossdämpfer an Hinterachse erneuert
[T]Stossdämmpfer Materialfehler
[C]Stossdämpfer hinten undicht
[R]Beide Stossdämpfer an Hinterachse erneuert
[T]Stossdämmpfer Materialfehler
"
201302,54830,"[C]POLTERN VOM FAHRWERK BEI FAHRBAHNUNEBENHEITEN
[R]Koppelstangen vorne erneuert
[T]Koppelstangen vorne ausgeschlagen
[C]POLTERN VOM FAHRWERK BEI FAHRBAHNUNEBENHEITEN
[R]Koppelstangen vorne erneuert
[T]Koppelstangen vorne ausgeschlagen
"
201301,54830,"[C]Geräusche  bei unebener Fahrbahn
[R]Beide Koppelstangen vorn erneuert
[T]KOPPELSTANGEN BEIDE SEITEN VORN AUSGESCHLAGE
[C]Geräusche  bei unebener Fahrbahn
[R]Beide Koppelstangen vorn erneuert
[T]KOPPELSTANGEN BEIDE SEITEN VORN AUSGESCHLAGE
"
201307,55300,"[C]poltern hinten
[T]Stossdämpfer hinten recht ölundicht
[C]poltern hinten
[T]Stossdämpfer hinten recht ölundicht
"
201306,54830,"[C]Poltergeräusche vorne beheben
[R]Koppelstange vorne links ersetzt
[T]Probefahrt -> Sichtprüfung auf Hebebühne -> Koppelstange vorne links ausgeschlagen
[C]Poltergeräusche vorne beheben
[R]Koppelstange vorne links ersetzt
[T]Probefahrt -> Sichtprüfung auf Hebebühne -> Koppelstange vorne links ausgeschlagen
"
201303,54840,"[C]Klappergeräusche bei unebener Fahrbahn
[R]Koppelstangen beide Seiten ersetzt
[T]Koppelstangen vorne beide Seiten ausgeschlagen/lose
[C]Klappergeräusche bei unebener Fahrbahn
[R]Koppelstangen beide Seiten ersetzt
[T]Koppelstangen vorne beide Seiten ausgeschlagen/lose
"
201303,54830,"[C]Klappert vorne links an der Vorderachse
[R]Koppelstange vorne links erneuern
[T]Koppelstange vorne links ausgeschlagen
[L]2142 Einreichfrist durch systemumstellung überschritten
[C]Klappert vorne links an der Vorderachse
[R]Koppelstange vorne links erneuern
[T]Koppelstange vorne links ausgeschlagen
[L]2142 Einreichfrist durch systemumstellung überschritten
"
201304,54830,"[C]Poltergeräusche auf unebenen Straßen
[R]Lenker links erneuert, Probefahrt , Geräusche waren beseitigt.
[T]Kugelbolzen in Führung der Koppelstange ausgeschlagen
[L]2145
[C]Poltergeräusche auf unebenen Straßen
[R]Lenker links erneuert, Probefahrt , Geräusche waren beseitigt.
[T]Kugelbolzen in Führung der Koppelstange ausgeschlagen
[L]2145
"
201305,54830,"[C]Geräusch auf unebener Fahrbahn.
[R]Koppelstange vorne links erneuert
[T]Koppelstange vorne links hat spiel
[C]Geräusch auf unebener Fahrbahn.
[R]Koppelstange vorne links erneuert
[T]Koppelstange vorne links hat spiel
"
201304,54830,"[C]Vorderachse klappert auf unebener Straße
[R]Stabistütze links erneuert
[T]Stabiabstützung links ausgeschlagen
[C]Vorderachse klappert auf unebener Straße
[R]Stabistütze links erneuert
[T]Stabiabstützung links ausgeschlagen
"
201301,54840,"[C]Klappern aus dem vorderen Bereich
[R]Stabilisator vorn rechts erneuert
[T]Stabilisator vorn rechts ausgeschlagen
[C]Klappern aus dem vorderen Bereich
[R]Stabilisator vorn rechts erneuert
[T]Stabilisator vorn rechts ausgeschlagen
"
201303,54830,"[C]KLAPPERN VORDERACHSE BEI LASTWECHSEL
[R]STABISTANGEN ERSETZEN
[T]GERÄUSCHE STABISTANGEN VORNE
[C]KLAPPERN VORDERACHSE BEI LASTWECHSEL
[R]STABISTANGEN ERSETZEN
[T]GERÄUSCHE STABISTANGEN VORNE
"
201303,54830,"[C]Geräusche &#40;Klappern&#41; unter dem Fahrzeug
[R]Koppelstange vorne links aus-/einbauen und ersetzen
[T]Koppelstange vorne links hat zu viel Spiel, ist ausgeschlagen
[L]2162
[C]Geräusche &#40;Klappern&#41; unter dem Fahrzeug
[R]Koppelstange vorne links aus-/einbauen und ersetzen
[T]Koppelstange vorne links hat zu viel Spiel, ist ausgeschlagen
[L]2162
"
201306,54830,"[C]Kunde bemängelt Klappergeräusche aus Unterbodenbereich
[R]Koppelstangen erneuert
[T]Koppelstangen ausgeschlagen
[C]Kunde bemängelt Klappergeräusche aus Unterbodenbereich
[R]Koppelstangen erneuert
[T]Koppelstangen ausgeschlagen
"
201302,54830,"[C]Fahrzeug macht Geräusche
[R]Lenker links und rechts erneuert
[T]Lenker links und rechts ausgeschlagen
[C]Fahrzeug macht Geräusche
[R]Lenker links und rechts erneuert
[T]Lenker links und rechts ausgeschlagen
"
201306,54830,"[C]Klappergeräusch auf unebener Straße
[R]Koppelstange erneuert
[T]Gelenk der Koppelstange vorn links hat Spiel
[C]Klappergeräusch auf unebener Straße
[R]Koppelstange erneuert
[T]Gelenk der Koppelstange vorn links hat Spiel
"
201302,54830,"[C]Geräusch von vorne.
[R]Stabipendel vorne links erneuert.
[T]Geräusch auf schlechter Strasse von vorne links. Stabipendel vorne links macht Geräusche.
[C]Geräusch von vorne.
[R]Stabipendel vorne links erneuert.
[T]Geräusch auf schlechter Strasse von vorne links. Stabipendel vorne links macht Geräusche.
"
201304,54830,"[C]Geräusch vorne links.
[R]Koppelstange vorne links erneuert.
[T]Koppelstange vorne links mit Spiel.
[C]Geräusch vorne links.
[R]Koppelstange vorne links erneuert.
[T]Koppelstange vorne links mit Spiel.
"
201302,55300,"[C]Poltern an der Hinterachse.
[R]Stoßdämpfer hinten erneuert
[T]Klopfendes Geräusch von der Hinterachse. Stoßdämpfer verölt / undicht
[C]Poltern an der Hinterachse.
[R]Stoßdämpfer hinten erneuert
[T]Klopfendes Geräusch von der Hinterachse. Stoßdämpfer verölt / undicht
"
201302,54830,"[C]klapperndes Geräusch auf Unebenheiten
[T]Koppelstange vorne links ausgeschlagen
[C]klapperndes Geräusch auf Unebenheiten
[T]Koppelstange vorne links ausgeschlagen
"
201303,54830,"[C]klapperndes Geräusch auf Unebenheiten
[T]Koppelstangen li. u. re. ausgeschlagen
[C]klapperndes Geräusch auf Unebenheiten
[T]Koppelstangen li. u. re. ausgeschlagen
"
201304,54830,"[C]klackerndes Geräusch vorne
[T]Stabi-Stangen re. und li. ausgeschlagen
[C]klackerndes Geräusch vorne
[T]Stabi-Stangen re. und li. ausgeschlagen
"
201302,54840,"[C]Klappergeräusch rechts hinten
[R]Stabistange erneuert
[T]Stabilisatorstange rechts ausgeschlagen
[C]Klappergeräusch rechts hinten
[R]Stabistange erneuert
[T]Stabilisatorstange rechts ausgeschlagen
"
201302,54840,"[C]GERÄUSCHE BEI UNEBENHEITEN
[R]STABIPENDEL RE ERS.
[T]STABI RE ERH SPIEL
[C]GERÄUSCHE BEI UNEBENHEITEN
[R]STABIPENDEL RE ERS.
[T]STABI RE ERH SPIEL
"
201302,54840,"[C]Klappergeräusch bei unebener Fahrbahn
[R]Pendelstabi erneuert
[T]Pendelstabi vorn rechts ausgeschlagen
[C]Klappergeräusch bei unebener Fahrbahn
[R]Pendelstabi erneuert
[T]Pendelstabi vorn rechts ausgeschlagen
"
201308,54830,"[C]Fahrzeug macht Poltergeräusche von vorne
[R]Stabiverbinder vorne links ersetzt
[T]Stabiverbinder vorne links ausgeschlagen
[L]2180
[C]Fahrzeug macht Poltergeräusche von vorne
[R]Stabiverbinder vorne links ersetzt
[T]Stabiverbinder vorne links ausgeschlagen
[L]2180
"
201302,54830,"[C]Fahrzeug poltert an der Vorderachse
[R]Koppelstange vorne links ersetzt
[T]Koppelstange vorne links defekt
[L]2180
[C]Fahrzeug poltert an der Vorderachse
[R]Koppelstange vorne links ersetzt
[T]Koppelstange vorne links defekt
[L]2180
"
201304,54830,"[C]Bei Kundendienst festgestellt: Koppelstange vorne links ist ausgeschlagen
[R]Koppelstange vorne links erneuert.
[T]Koppelstange links ist ausgeschlagen
"
201307,54830,"[C]Klappern aus dem Motor /Fahrwerk
[R]Koppelstange links ersetzt
[T]Koppelstange links erhötes Spiel
[C]Klappern aus dem Motor /Fahrwerk
[R]Koppelstange links ersetzt
[T]Koppelstange links erhötes Spiel
"
201303,54830,"[C]Klappergeräusch beim Fahren von vorne links
[R]Stabipendel vorne links erneuert
[T]Klappergeräusch beim Fahren von vorne links, Klappergeräusch geprüft -> Stabipendel links ausgeschlagen
[C]Klappergeräusch beim Fahren von vorne links
[R]Stabipendel vorne links erneuert
[T]Klappergeräusch beim Fahren von vorne links, Klappergeräusch geprüft -> Stabipendel links ausgeschlagen
"
201301,54830,"[T]DIAGNOSE  KLAPPERGERAEUSCH VON HINTEN BEIM FAHREN, FAHRZEUG ANGEHOBEN UND GEPRUEFT -  KOPPELSTANGE VORNE LINKS IST AUSGESCHLAGEN, KOPPELSTANGE VORNE LINKS ERNEUERN
"
201301,54830,"[C]Klappern vom Fahrwerk bei unebener Fahrbahn.
[R]Koppelstangen erneuert.
[T]Klappergeräusch bei unebener Fahrbahn.
[C]Klappern vom Fahrwerk bei unebener Fahrbahn.
[R]Koppelstangen erneuert.
[T]Klappergeräusch bei unebener Fahrbahn.
"
201304,54830,"[C]Klackergeräusche bei unebener Fahrbahn.
[R]Koppelstangen erneuert.
[T]Geräusch während der Fahrt, Koppelstangen defekt.
[C]Klackergeräusche bei unebener Fahrbahn.
[R]Koppelstangen erneuert.
[T]Geräusch während der Fahrt, Koppelstangen defekt.
"
201303,54830,"[C]Klappergeräusche während der Fahrt.
[R]Lenker links erneuert.
[T]Lenker links ausgeschlagen.
[C]Klappergeräusche während der Fahrt.
[R]Lenker links erneuert.
[T]Lenker links ausgeschlagen.
"
201305,55300,"[C]Öltropfen am Boden bei Wartung undichter Stoßdämpfer hi re festgestellt
[R]Stoßdämpfer hinten rechts erneuert
[T]Stoßdämpfer Abdichtung mangelhaft
"
201302,55300,"[C]Feststellung im Rahmen der 3. Wartung: Schwingungsdämpfer h.r. stark verölt
[R]Schwingungsdämpfer ers.
[T]Schwingungsdämpfer undicht/oelverlust
[C]Feststellung im Rahmen der 3. Wartung: Schwingungsdämpfer h.r. stark verölt
[R]Schwingungsdämpfer ers.
[T]Schwingungsdämpfer undicht/oelverlust
"
201301,54830,"[C]Im Rahmen der Wartung festgestellt, dass die  linke Koppelstange ausgeschlagen ist.
[R]Koppelstange vorne links a+e, ern.
[T]übermäßiges Spiel
"
201302,54830,"[C]va und ha klappert
[R]koppelstange vl und vr erneuert
[T]s.o. koppelstangen va spiel geräuche
[C]va und ha klappert
[R]koppelstange vl und vr erneuert
[T]s.o. koppelstangen va spiel geräuche
"
201304,54830,"[C]Hauptuntersuchung in Auftrag gegeben
[R]Druckstange erneuert
[T]Druckstange ausgeschlagen ->erheblicher Mangel in Bezug auf die Hauptuntersuchung
[C]Hauptuntersuchung in Auftrag gegeben
[R]Druckstange erneuert
[T]Druckstange ausgeschlagen ->erheblicher Mangel in Bezug auf die Hauptuntersuchung
"
201302,54830,"[C]Klappergeräusche von vorne
[R]Stabilisatoren erneuert erneruer
[T]Stabilisatorengelenke ausgeschlagen defekt
[L]2209
[C]Klappergeräusche von vorne
[R]Stabilisatoren erneuert erneruer
[T]Stabilisatorengelenke ausgeschlagen defekt
[L]2209
"
201303,54830,"[C]Klappergeräusche an der Vorderachse bei unebener Fahrbahn
[R]Druckstreben vorne rechts und links erneuert
[T]leicht erhöhtes Spiel in den Druckstreben vorne rechts und links
[C]Klappergeräusche an der Vorderachse bei unebener Fahrbahn
[R]Druckstreben vorne rechts und links erneuert
[T]leicht erhöhtes Spiel in den Druckstreben vorne rechts und links
"
201302,55300,"[C]Bei Direktannahme festgestellt, Stoßdämpfer hinten rechts undicht.
[R]Stoßdämpfer hi. re. ern.
[T]Stoßdämpfer hinten rechts undicht.
[C]Bei Direktannahme festgestellt, Stoßdämpfer hinten rechts undicht.
[R]Stoßdämpfer hi. re. ern.
[T]Stoßdämpfer hinten rechts undicht.
"
